"element","taxon","content","chapter","page","key","taxa","crit","clause","logic"
"^andic","Andic Haplustepts","<b><u>KDEF.</u></b> Other Haplustepts that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, a fine-earth fraction with both a bulk density of 1.0 g/cm3 or less, measured at 33 kPa water retention, and Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling more than 1.0.",11,199,"Subgroups","Haplustepts","KDEF",19,"END"
"^andic","Andic Humustepts","<b><u>KDCB.</u></b> Other Humustepts that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, a fine-earth fraction with both a bulk density of 1.0 g/cm3 or less, measured at 33 kPa water retention, and Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling more than 1.0.",11,202,"Subgroups","Humustepts","KDCB",19,"END"
"^andic","Andic Durixerepts","<b><u>KEAB.</u></b> Other Durixerepts that have, throughout one or more horizons with a total thickness of 18 cm or more, above the duripan and within 75 cm of the mineral soil surface, a fine-earth fraction with both a bulk density of 1.0 g/cm3 or less, measured at 33 kPa water retention, and Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling more than 1.0.",11,204,"Subgroups","Durixerepts","KEAB",19,"END"
"^andic","Andic Dystroxerepts","<b><u>KEED.</u></b> Other Dystroxerepts that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, a fine-earth fraction with both a bulk density of 1.0 g/cm3 or less, measured at 33 kPa water retention, and Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling more than 1.0.",11,205,"Subgroups","Dystroxerepts","KEED",21,"END"
"^andic","Andic Fragixerepts","<b><u>KEBA.</u></b> Fragixerepts that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, a fine-earth fraction with both a bulk density of 1.0 g/cm3 or less, measured at 33 kPa water retention, and Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling more than 1.0.",11,206,"Subgroups","Fragixerepts","KEBA",19,"END"
"^andic","Andic Oxyaquic Haploxerepts","<b><u>KEFE.</u></b> Other Haploxerepts that have both:",11,207,"Subgroups","Haploxerepts","KEFE",19,"AND"
"^andic","Andic Oxyaquic Haploxerepts","&nbsp;<b>1.</b> In one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, a fine-earth fraction with both a bulk density of 1.0 g/cm3 or less, measured at 33 kPa water retention, and Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling more than 1.0<i>; and</i>",11,207,"Subgroups","Haploxerepts","KEFE",20,"AND"
"^andic","Andic Oxyaquic Haploxerepts","&nbsp;<b>2.</b> Saturation with water within 100 cm of the mineral soil surface in normal years for either or both:",11,207,"Subgroups","Haploxerepts","KEFE",21,"AND"
"^andic","Andic Oxyaquic Haploxerepts","&nbsp;&nbsp;<b>a.</b> 20 or more consecutive days<i>; or</i>",11,207,"Subgroups","Haploxerepts","KEFE",22,"OR"
"^andic","Andic Oxyaquic Haploxerepts","&nbsp;&nbsp;<b>b.</b> 30 or more cumulative days.",11,207,"Subgroups","Haploxerepts","KEFE",23,"END"
"^andic","Andic Haploxerepts","<b><u>KEFF.</u></b> Other Haploxerepts that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, a fine-earth fraction with both a bulk density of 1.0 g/cm3 or less, measured at 33 kPa water retention, and Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling more than 1.0.",11,207,"Subgroups","Haploxerepts","KEFF",19,"END"
"^andic","Andic Humixerepts","<b><u>KECC.</u></b> Other Humixerepts that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, a fine-earth fraction with both a bulk density of 1.0 g/cm3 or less, measured at 33 kPa water retention, and Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling more than 1.0.",11,208,"Subgroups","Humixerepts","KECC",19,"END"
"^andic","Andic Argicryolls","<b><u>IEDC.</u></b> Other Argicryolls that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, a fine-earth fraction with both a bulk density of 1.0 g/cm3 or less, measured at 33 kPa water retention, and Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling more than 1.0.",12,218,"Subgroups","Argicryolls","IEDC",11,"END"
"^andic","Andic Haplocryolls","<b><u>IEFC.</u></b> Other Haplocryolls that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, a fine-earth fraction with both a bulk density of 1.0 g/cm3 or less, measured at 33 kPa water retention, and Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling more than 1.0.",12,219,"Subgroups","Haplocryolls","IEFC",11,"END"
"^andic","Andic Haplogelolls","<b><u>IDAB.</u></b> Other Haplogelolls that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, a fine-earth fraction with both a bulk density of 1.0 g/cm3 or less, measured at 33 kPa water retention, and Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling more than 1.0.",12,221,"Subgroups","Haplogelolls","IDAB",11,"END"
"^andic","Andic Argiudolls","<b><u>IHDH.</u></b> Other Argiudolls that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, a fine-earth fraction with both a bulk density of 1.0 g/cm3 or less, measured at 33 kPa water retention, and Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling more than 1.0.",12,224,"Subgroups","Argiudolls","IHDH",11,"END"
"^andic","Andic Hapludolls","<b><u>IHFF.</u></b> Other Hapludolls that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, a fine-earth fraction with both a bulk density of 1.0 g/cm3 or less, measured at 33 kPa water retention, and Al + 1 /2 Fe percentages (by ammonium oxalate) totaling more than 1.0.",12,226,"Subgroups","Hapludolls","IHFF",11,"END"
"^andic","Andic Argiustolls","<b><u>IGEJ.</u></b> Other Argiustolls that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, a fine-earth fraction with both a bulk density of 1.0 g/cm3 or less, measured at 33 kPa water retention, and Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling more than 1.0.",12,233,"Subgroups","Argiustolls","IGEJ",11,"END"
"^andic","Andic Haplustolls","<b><u>IGGM.</u></b> Other Haplustolls that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, a fine-earth fraction with both a bulk density of 1.0 g/cm3 or less, measured at 33 kPa water retention, and Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling more than 1.0.",12,239,"Subgroups","Haplustolls","IGGM",11,"END"
"^andic","Andic Argixerolls","<b><u>IFEF.</u></b> Other Argixerolls that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, a fine-earth fraction with both a bulk density of 1.0 g/cm3 or less, measured at 33 kPa water retention, and Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling more than 1.0.",12,247,"Subgroups","Argixerolls","IFEF",11,"END"
"^andic","Andic Haploxerolls","<b><u>IFFF.</u></b> Other Haploxerolls that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, a fine-earth fraction with both a bulk density of 1.0 g/cm3 or less, measured at 33 kPa water retention, and Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling more than 1.0.",12,251,"Subgroups","Haploxerolls","IFFF",11,"END"
"^andic","Andic Haploperox","<b><u>EDEH.</u></b> Other Haploperox that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, a fine-earth fraction with both a bulk density of 1.0 g/cm3 or less, measured at 33 kPa water retention, and Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling more than 1.0.",13,260,"Subgroups","Haploperox","EDEH",9,"END"
"^andic","Andic Kandiperox","<b><u>EDDH.</u></b> Other Kandiperox that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, a fine-earth fraction with both a bulk density of 1.0 g/cm3 or less, measured at 33 kPa water retention, and Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling more than 1.0.",13,261,"Subgroups","Kandiperox","EDDH",9,"END"
"^andic","Andic Hapludox","<b><u>EEEI.</u></b> Other Hapludox that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, a fine-earth fraction with both a bulk density of 1.0 g/cm3 or less, measured at 33 kPa water retention, and Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling more than 1.0.",13,265,"Subgroups","Hapludox","EEEI",9,"END"
"^andic","Andic Kandiudox","<b><u>EEDH.</u></b> Other Kandiudox that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, a fine-earth fraction with both a bulk density of 1.0 g/cm3 or less, measured at 33 kPa water retention, and Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling more than 1.0.",13,266,"Subgroups","Kandiudox","EEDH",9,"END"
"^andic","Andic Cryaquods","<b><u>CAAD.</u></b> Other Cryaquods that have andic soil properties throughout horizons that have a total thickness of 25 cm or more within 75 cm either of the mineral soil surface or of the top of an organic layer with andic soil properties, whichever is shallower.",14,274,"Subgroups","Cryaquods","CAAD",31,"END"
"^andic","Andic Duraquods","<b><u>CAEB.</u></b> Other Duraquods that have andic soil properties throughout horizons that have a total thickness of 25 cm or more within 75 cm either of the mineral soil surface or of the top of an organic layer with andic soil properties, whichever is shallower.",14,274,"Subgroups","Duraquods","CAEB",31,"END"
"^andic","Andic Endoaquods","<b><u>CAGC.</u></b> Other Endoaquods that have andic soil properties throughout horizons that have a total thickness of 25 cm or more within 75 cm either of the mineral soil surface or of the top of an organic layer with andic soil properties, whichever is shallower.",14,274,"Subgroups","Endoaquods","CAGC",31,"END"
"^andic","Andic Epiaquods","<b><u>CAFC.</u></b> Other Epiaquods that have andic soil properties throughout horizons that have a total thickness of 25 cm or more within 75 cm either of the mineral soil surface or of the top of an organic layer with andic soil properties, whichever is shallower.",14,275,"Subgroups","Epiaquods","CAFC",31,"END"
"^andic","Andic Placaquods","<b><u>CADA.</u></b> Placaquods that have andic soil properties throughout horizons that have a total thickness of 25 cm or more within 75 cm either of the mineral soil surface or of the top of an organic layer with andic soil properties, whichever is shallower.",14,275,"Subgroups","Placaquods","CADA",31,"END"
"^andic","Andic Duricryods","<b><u>CCBB.</u></b> Other Duricryods that have andic soil properties throughout horizons that have a total thickness of 25 cm or more within 75 cm either of the mineral soil surface or of the top of an organic layer with andic soil properties, whichever is shallower.",14,276,"Subgroups","Duricryods","CCBB",29,"END"
"^andic","Andic Haplocryods","<b><u>CCDC.</u></b> Other Haplocryods that have andic soil properties throughout horizons that have a total thickness of 25 cm or more within 75 cm either of the mineral soil surface or of the top of an organic layer with andic soil properties, whichever is shallower.",14,276,"Subgroups","Haplocryods","CCDC",29,"END"
"^andic","Andic Humicryods","<b><u>CCCC.</u></b> Other Humicryods that have andic soil properties throughout horizons that have a total thickness of 25 cm or more within 75 cm either of the mineral soil surface or of the top of an organic layer with andic soil properties, whichever is shallower.",14,276,"Subgroups","Humicryods","CCCC",29,"END"
"^andic","Andic Placocryods","<b><u>CCAA.</u></b> Placocryods that have andic soil properties throughout horizons that have a total thickness of 25 cm or more within 75 cm either of the mineral soil surface or of the top of an organic layer with andic soil properties, whichever is shallower.",14,277,"Subgroups","Placocryods","CCAA",29,"END"
"^andic","Andic Haplogelods","<b><u>CBBB.</u></b> Other Haplogelods that have andic soil properties throughout horizons that have a total thickness of 25 cm or more within 75 cm either of the mineral soil surface or of the top of an organic layer with andic soil properties, whichever is shallower.",14,277,"Subgroups","Haplogelods","CBBB",29,"END"
"^andic","Andic Humigelods","<b><u>CBAB.</u></b> Other Humigelods that have andic soil properties throughout horizons that have a total thickness of 25 cm or more within 75 cm either of the mineral soil surface or of the top of an organic layer with andic soil properties, whichever is shallower.",14,277,"Subgroups","Humigelods","CBAB",29,"END"
"^andic","Andic Durihumods","<b><u>CDBA.</u></b> Durihumods that have andic soil properties throughout horizons that have a total thickness of 25 cm or more within 75 cm either of the mineral soil surface or of the top of an organic layer with andic soil properties, whichever is shallower.",14,278,"Subgroups","Durihumods","CDBA",29,"END"
"^andic","Andic Haplohumods","<b><u>CDDB.</u></b> Other Haplohumods that have andic soil properties throughout horizons that have a total thickness of 25 cm or more within 75 cm either of the mineral soil surface or of the top of an organic layer with andic soil properties, whichever is shallower.",14,278,"Subgroups","Haplohumods","CDDB",29,"END"
"^andic","Andic Placohumods","<b><u>CDAA.</u></b> Placohumods that have andic soil properties throughout horizons that have a total thickness of 25 cm or more within 75 cm either of the mineral soil surface or of the top of an organic layer with andic soil properties, whichever is shallower.",14,278,"Subgroups","Placohumods","CDAA",29,"END"
"^andic","Andic Durorthods","<b><u>CEBA.</u></b> Durorthods that have andic soil properties throughout horizons that have a total thickness of 25 cm or more within 75 cm either of the mineral soil surface or of the top of an organic layer with andic soil properties, whichever is shallower.",14,279,"Subgroups","Durorthods","CEBA",29,"END"
"^andic","Andic Haplorthods","<b><u>CEEM.</u></b> Other Haplorthods that have andic soil properties throughout horizons that have a total thickness of 25 cm or more within 75 cm either of the mineral soil surface or of the top of an organic layer with andic soil properties, whichever is shallower.",14,282,"Subgroups","Haplorthods","CEEM",29,"END"
"^andic","Andic Haplohumults","<b><u>HBFD.</u></b> Other Haplohumults that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, a fine-earth fraction with both a bulk density of 1.0 g/cm3 or less, measured at 33 kPa water retention, and Al plus 1 /2 Fe percentages (by ammonium oxalate) totaling more than 1.0.",15,288,"Subgroups","Haplohumults","HBFD",23,"END"
